Date,Open,High,Low,Close,Volume
2025-08-20,198.37588533250369,199.929259860785,195.83310489233952,197.158920288086,1212300
2025-08-21,195.01193804629395,195.9221897985483,192.2514867187319,195.1207733154297,1093100
2025-08-22,196.14974160873487,202.3533215226257,195.51652236581285,201.2649688720703,1771000
2025-08-25,194.02251255925813,198.54408989384777,191.84580739462945,195.86280822753903,1647000
2025-08-26,196.63453081283456,198.2967254512593,191.82601761291195,195.8330993652344,2974300
2025-08-27,201.8487190638077,202.8282364700228,189.3129464555853,190.1341552734375,2773400
2025-08-28,191.450058987237,192.4493536017617,184.3560198534749,186.06768798828125,1694700
2025-08-29,185.454249874032,186.7206882562465,184.03939154408425,186.19630432128903,1613100
2025-09-02,185.4641457629816,189.92637634277344,184.02951012818383,189.92637634277344,1288600
2025-09-03,188.67971558604967,192.0832745406732,188.6599232394381,190.0945739746093,920700
2025-09-04,190.3616947396889,201.1066437347125,190.3616947396889,200.76036071777344,1333600
2025-09-05,202.18511988086533,204.21339008050376,197.83172447120128,200.2755584716797,1122300
2025-09-08,200.3349234602076,202.1950115787882,199.65223090191407,201.10665893554688,1193800
2025-09-09,200.0380764847,200.90875850286207,197.910859850578,200.4932098388672,687200
2025-09-10,199.9391575512145,201.7596608883173,198.8705973062707,200.5229034423828,796200
2025-09-11,201.3836993700632,202.99643605140224,200.8098571505461,201.36392211914065,850700
2025-09-12,198.7716452766979,201.0769629050056,193.70589174672816,194.86349487304688,741300
2025-09-15,195.002018492103,199.2564671713624,194.02251624654187,198.9398651123047,893800
2025-09-16,198.8706087981404,199.24658791451444,191.56878758431864,193.98294067382807,958600
2025-09-17,195.30873896785164,200.9483652630805,193.87410328282257,194.5271148681641,918600
2025-09-18,194.82393673260813,197.92076720918897,193.8741003413282,197.5052185058593,978500
2025-09-19,197.88119495290823,198.1285464465994,193.0726813116671,196.1497344970703,2629100
2025-09-22,195.4868355532409,195.75397939533065,193.01332060054344,194.5765838623047,888400
2025-09-23,196.49601510183464,199.85010045325384,195.20978442993075,198.2571563720703,1557100
2025-09-24,196.03100729598853,199.14763002493493,195.91226831497164,198.26705932617188,1117100
2025-09-25,195.84301610338352,200.166715272582,194.16102900828457,198.9794311523437,1216500
2025-09-26,194.98223228946893,200.3052258836208,193.9235607063345,199.2168884277344,880800
2025-09-29,194.88329290252423,195.4175654775084,189.35251721643124,189.94615173339844,1542800
2025-09-30,189.96593195212336,195.15042427995232,189.96593195212336,193.3793792724609,1118800
2025-10-01,194.16103156937584,195.2592727919384,190.7772649883515,193.23098754882807,849700
2025-10-02,193.3299221536601,194.0917689842784,190.9256728726104,194.0620880126953,823700
2025-10-03,194.41827790752515,201.5519017701804,194.3885969354629,197.3172302246093,987800
2025-10-06,196.891773291494,196.99071991994205,193.4387412797044,194.07196044921875,969500
2025-10-07,193.794935112756,194.0126056256152,186.8394126170236,187.0570831298828,1512600
2025-10-08,187.868407825674,189.44155967298155,186.32493694928647,189.0853729248047,982400
2025-10-09,188.9270702723382,189.1645331442808,185.45426069157523,187.2846527099609,1271300
2025-10-10,188.84791237234543,190.2330897864971,179.2111079015357,179.5277099609375,1936600
2025-10-13,182.92136818943047,188.5411864722049,182.0803671329724,187.98712158203125,882400
2025-10-14,185.6818255809216,190.68821761631176,183.1489485904584,189.47125244140625,968600
2025-10-15,190.57937036139728,191.7369735179436,187.99702021305964,188.04649353027344,597000
2025-10-16,189.56029303928463,189.56029303928463,183.792054213468,185.5136260986328,901500
2025-10-17,185.3547498487019,187.31076601428663,183.4086723893324,184.04412841796875,752900
2025-10-20,184.8582937573244,189.4752923190157,184.8582937573244,188.48239135742188,911500
